Loan Maturity,Currency,Type of Loans,Sector,Year_Month,value,Year,Month
Over 2 years and up to and including 5 years,Foreign currency in total,- Other loans,Non-profit institutions serving households,2023M06,0.0,2023,6
Over 5 years,DKK,- Revolving loans and overdrafts,Non-financial corporations,2023M06,18001.8,2023,6
Over 5 years,DKK,- Revolving loans and overdrafts,Financial corporations,2023M06,10574.7,2023,6
Over 5 years,DKK,- Revolving loans and overdrafts,General government,2023M06,4971.3,2023,6
Over 5 years,DKK,- Revolving loans and overdrafts,Households,2023M06,55956.1,2023,6
Over 5 years,DKK,- Revolving loans and overdrafts,Non-profit institutions serving households,2023M06,541.5,2023,6
Over 5 years,DKK,- Credit card credit,Non-financial corporations,2023M06,209.8,2023,6
Over 5 years,DKK,- Credit card credit,Financial corporations,2023M06,8.7,2023,6
Over 5 years,DKK,- Credit card credit,General government,2023M06,1.4,2023,6
Over 5 years,DKK,- Credit card credit,Households,2023M06,2085.9,2023,6
Over 5 years,DKK,- Credit card credit,Non-profit institutions serving households,2023M06,10.7,2023,6
Over 5 years,DKK,- Repo loans,Non-financial corporations,2023M06,0.0,2023,6
Over 5 years,DKK,- Repo loans,Financial corporations,2023M06,0.0,2023,6
Over 5 years,DKK,- Repo loans,General government,2023M06,0.0,2023,6
Over 5 years,DKK,- Repo loans,Households,2023M06,0.0,2023,6
Over 5 years,DKK,- Repo loans,Non-profit institutions serving households,2023M06,0.0,2023,6
Over 5 years,DKK,- Other loans,Non-financial corporations,2023M06,75502.7,2023,6
Over 5 years,DKK,- Other loans,Financial corporations,2023M06,22529.2,2023,6
Over 5 years,DKK,- Other loans,General government,2023M06,181.5,2023,6
Over 5 years,DKK,- Other loans,Households,2023M06,320221.7,2023,6
Over 5 years,DKK,- Other loans,Non-profit institutions serving households,2023M06,1004.4,2023,6
Over 5 years,Foreign currency in total,- Revolving loans and overdrafts,Non-financial corporations,2023M06,944.7,2023,6
Over 5 years,Foreign currency in total,- Revolving loans and overdrafts,Financial corporations,2023M06,1024.8,2023,6
Over 5 years,Foreign currency in total,- Revolving loans and overdrafts,General government,2023M06,0.0,2023,6
Over 5 years,Foreign currency in total,- Revolving loans and overdrafts,Households,2023M06,401.0,2023,6
Over 5 years,Foreign currency in total,- Revolving loans and overdrafts,Non-profit institutions serving households,2023M06,0.0,2023,6
Over 5 years,Foreign currency in total,- Credit card credit,Non-financial corporations,2023M06,0.0,2023,6
Over 5 years,Foreign currency in total,- Credit card credit,Financial corporations,2023M06,0.0,2023,6
Over 5 years,Foreign currency in total,- Credit card credit,General government,2023M06,0.0,2023,6
Over 5 years,Foreign currency in total,- Credit card credit,Households,2023M06,0.0,2023,6
Over 5 years,Foreign currency in total,- Credit card credit,Non-profit institutions serving households,2023M06,0.0,2023,6
Over 5 years,Foreign currency in total,- Repo loans,Non-financial corporations,2023M06,0.0,2023,6
Over 5 years,Foreign currency in total,- Repo loans,Financial corporations,2023M06,0.0,2023,6
Over 5 years,Foreign currency in total,- Repo loans,General government,2023M06,0.0,2023,6
Over 5 years,Foreign currency in total,- Repo loans,Households,2023M06,0.0,2023,6
Over 5 years,Foreign currency in total,- Repo loans,Non-profit institutions serving households,2023M06,0.0,2023,6
Over 5 years,Foreign currency in total,- Other loans,Non-financial corporations,2023M06,8962.9,2023,6
Over 5 years,Foreign currency in total,- Other loans,Financial corporations,2023M06,2241.0,2023,6
Over 5 years,Foreign currency in total,- Other loans,General government,2023M06,0.0,2023,6
Over 5 years,Foreign currency in total,- Other loans,Households,2023M06,1665.9,2023,6
Over 5 years,Foreign currency in total,- Other loans,Non-profit institutions serving households,2023M06,0.0,2023,6
Up to and including 1 year,DKK,- Revolving loans and overdrafts,Non-financial corporations,2023M07,127548.4,2023,7
Up to and including 1 year,DKK,- Revolving loans and overdrafts,Financial corporations,2023M07,52117.8,2023,7
Up to and including 1 year,DKK,- Revolving loans and overdrafts,General government,2023M07,23928.3,2023,7
Up to and including 1 year,DKK,- Revolving loans and overdrafts,Households,2023M07,22302.3,2023,7
Up to and including 1 year,DKK,- Revolving loans and overdrafts,Non-profit institutions serving households,2023M07,861.8,2023,7
Up to and including 1 year,DKK,- Credit card credit,Non-financial corporations,2023M07,1148.6,2023,7
Up to and including 1 year,DKK,- Credit card credit,Financial corporations,2023M07,91.3,2023,7
Up to and including 1 year,DKK,- Credit card credit,General government,2023M07,71.1,2023,7
Up to and including 1 year,DKK,- Credit card credit,Households,2023M07,7378.9,2023,7
Up to and including 1 year,DKK,- Credit card credit,Non-profit institutions serving households,2023M07,0.0,2023,7
Up to and including 1 year,DKK,- Repo loans,Non-financial corporations,2023M07,2688.1,2023,7
Up to and including 1 year,DKK,- Repo loans,Financial corporations,2023M07,235033.4,2023,7
Up to and including 1 year,DKK,- Repo loans,General government,2023M07,10944.0,2023,7
Up to and including 1 year,DKK,- Repo loans,Households,2023M07,0.0,2023,7
Up to and including 1 year,DKK,- Repo loans,Non-profit institutions serving households,2023M07,0.0,2023,7
Up to and including 1 year,DKK,- Other loans,Non-financial corporations,2023M07,51733.9,2023,7
Up to and including 1 year,DKK,- Other loans,Financial corporations,2023M07,39405.0,2023,7
Up to and including 1 year,DKK,- Other loans,General government,2023M07,0.0,2023,7
Up to and including 1 year,DKK,- Other loans,Households,2023M07,10514.4,2023,7
Up to and including 1 year,DKK,- Other loans,Non-profit institutions serving households,2023M07,89.4,2023,7
Up to and including 1 year,Foreign currency in total,- Revolving loans and overdrafts,Non-financial corporations,2023M07,20550.0,2023,7
Up to and including 1 year,Foreign currency in total,- Revolving loans and overdrafts,Financial corporations,2023M07,11673.6,2023,7
Up to and including 1 year,Foreign currency in total,- Revolving loans and overdrafts,General government,2023M07,0.0,2023,7
Up to and including 1 year,Foreign currency in total,- Revolving loans and overdrafts,Households,2023M07,389.2,2023,7
Up to and including 1 year,Foreign currency in total,- Revolving loans and overdrafts,Non-profit institutions serving households,2023M07,0.0,2023,7
Up to and including 1 year,Foreign currency in total,- Credit card credit,Non-financial corporations,2023M07,0.0,2023,7
Up to and including 1 year,Foreign currency in total,- Credit card credit,Financial corporations,2023M07,0.0,2023,7
Up to and including 1 year,Foreign currency in total,- Credit card credit,General government,2023M07,0.0,2023,7
Up to and including 1 year,Foreign currency in total,- Credit card credit,Households,2023M07,0.0,2023,7
Up to and including 1 year,Foreign currency in total,- Credit card credit,Non-profit institutions serving households,2023M07,0.0,2023,7
Up to and including 1 year,Foreign currency in total,- Repo loans,Non-financial corporations,2023M07,0.0,2023,7
Up to and including 1 year,Foreign currency in total,- Repo loans,Financial corporations,2023M07,7610.3,2023,7
Up to and including 1 year,Foreign currency in total,- Repo loans,General government,2023M07,0.0,2023,7
Up to and including 1 year,Foreign currency in total,- Repo loans,Households,2023M07,0.0,2023,7
Up to and including 1 year,Foreign currency in total,- Repo loans,Non-profit institutions serving households,2023M07,0.0,2023,7
Up to and including 1 year,Foreign currency in total,- Other loans,Non-financial corporations,2023M07,28910.9,2023,7
Up to and including 1 year,Foreign currency in total,- Other loans,Financial corporations,2023M07,16233.3,2023,7
Up to and including 1 year,Foreign currency in total,- Other loans,General government,2023M07,0.0,2023,7
Up to and including 1 year,Foreign currency in total,- Other loans,Households,2023M07,407.4,2023,7
Up to and including 1 year,Foreign currency in total,- Other loans,Non-profit institutions serving households,2023M07,0.0,2023,7
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,Non-financial corporations,2023M07,11994.9,2023,7
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,Financial corporations,2023M07,3539.5,2023,7
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,General government,2023M07,0.0,2023,7
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,Households,2023M07,4651.0,2023,7
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,Non-profit institutions serving households,2023M07,212.8,2023,7
Over 1 year and up to and including 2 years,DKK,- Credit card credit,Non-financial corporations,2023M07,0.0,2023,7
Over 1 year and up to and including 2 years,DKK,- Credit card credit,Financial corporations,2023M07,0.0,2023,7
Over 1 year and up to and including 2 years,DKK,- Credit card credit,General government,2023M07,0.0,2023,7
Over 1 year and up to and including 2 years,DKK,- Credit card credit,Households,2023M07,0.1,2023,7
Over 1 year and up to and including 2 years,DKK,- Credit card credit,Non-profit institutions serving households,2023M07,0.0,2023,7
Over 1 year and up to and including 2 years,DKK,- Repo loans,Non-financial corporations,2023M07,0.0,2023,7
Over 1 year and up to and including 2 years,DKK,- Repo loans,Financial corporations,2023M07,0.0,2023,7
Over 1 year and up to and including 2 years,DKK,- Repo loans,General government,2023M07,0.0,2023,7
Over 1 year and up to and including 2 years,DKK,- Repo loans,Households,2023M07,0.0,2023,7
Over 1 year and up to and including 2 years,DKK,- Repo loans,Non-profit institutions serving households,2023M07,0.0,2023,7
Over 1 year and up to and including 2 years,DKK,- Other loans,Non-financial corporations,2023M07,19678.4,2023,7
Over 1 year and up to and including 2 years,DKK,- Other loans,Financial corporations,2023M07,4491.2,2023,7
Over 1 year and up to and including 2 years,DKK,- Other loans,General government,2023M07,12.8,2023,7
Over 1 year and up to and including 2 years,DKK,- Other loans,Households,2023M07,5294.4,2023,7
Over 1 year and up to and including 2 years,DKK,- Other loans,Non-profit institutions serving households,2023M07,140.0,2023,7
Over 1 year and up to and including 2 years,Foreign currency in total,- Revolving loans and overdrafts,Non-financial corporations,2023M07,1160.2,2023,7
Over 1 year and up to and including 2 years,Foreign currency in total,- Revolving loans and overdrafts,Financial corporations,2023M07,0.0,2023,7
Over 1 year and up to and including 2 years,Foreign currency in total,- Revolving loans and overdrafts,General government,2023M07,0.0,2023,7
Over 1 year and up to and including 2 years,Foreign currency in total,- Revolving loans and overdrafts,Households,2023M07,31.2,2023,7
Over 1 year and up to and including 2 years,Foreign currency in total,- Revolving loans and overdrafts,Non-profit institutions serving households,2023M07,0.0,2023,7
Over 1 year and up to and including 2 years,Foreign currency in total,- Credit card credit,Non-financial corporations,2023M07,0.0,2023,7
Over 1 year and up to and including 2 years,Foreign currency in total,- Credit card credit,Financial corporations,2023M07,0.0,2023,7
Over 1 year and up to and including 2 years,Foreign currency in total,- Credit card credit,General government,2023M07,0.0,2023,7
Over 1 year and up to and including 2 years,Foreign currency in total,- Credit card credit,Households,2023M07,0.0,2023,7
Over 1 year and up to and including 2 years,Foreign currency in total,- Credit card credit,Non-profit institutions serving households,2023M07,0.0,2023,7
Over 1 year and up to and including 2 years,Foreign currency in total,- Repo loans,Non-financial corporations,2023M07,0.0,2023,7
Over 1 year and up to and including 2 years,Foreign currency in total,- Repo loans,Financial corporations,2023M07,0.0,2023,7
Over 1 year and up to and including 2 years,Foreign currency in total,- Repo loans,General government,2023M07,0.0,2023,7
Over 1 year and up to and including 2 years,Foreign currency in total,- Repo loans,Households,2023M07,0.0,2023,7
Over 1 year and up to and including 2 years,Foreign currency in total,- Repo loans,Non-profit institutions serving households,2023M07,0.0,2023,7
Over 1 year and up to and including 2 years,Foreign currency in total,- Other loans,Non-financial corporations,2023M07,9509.2,2023,7
Over 1 year and up to and including 2 years,Foreign currency in total,- Other loans,Financial corporations,2023M07,988.7,2023,7
Over 1 year and up to and including 2 years,Foreign currency in total,- Other loans,General government,2023M07,0.0,2023,7
Over 1 year and up to and including 2 years,Foreign currency in total,- Other loans,Households,2023M07,218.3,2023,7
Over 1 year and up to and including 2 years,Foreign currency in total,- Other loans,Non-profit institutions serving households,2023M07,0.0,2023,7
Over 2 years and up to and including 5 years,DKK,- Revolving loans and overdrafts,Non-financial corporations,2023M07,16842.3,2023,7
Over 2 years and up to and including 5 years,DKK,- Revolving loans and overdrafts,Financial corporations,2023M07,3455.8,2023,7
Over 2 years and up to and including 5 years,DKK,- Revolving loans and overdrafts,General government,2023M07,538.3,2023,7
Over 2 years and up to and including 5 years,DKK,- Revolving loans and overdrafts,Households,2023M07,9570.0,2023,7
Over 2 years and up to and including 5 years,DKK,- Revolving loans and overdrafts,Non-profit institutions serving households,2023M07,161.8,2023,7
Over 2 years and up to and including 5 years,DKK,- Credit card credit,Non-financial corporations,2023M07,0.0,2023,7
Over 2 years and up to and including 5 years,DKK,- Credit card credit,Financial corporations,2023M07,0.0,2023,7
Over 2 years and up to and including 5 years,DKK,- Credit card credit,General government,2023M07,0.0,2023,7
Over 2 years and up to and including 5 years,DKK,- Credit card credit,Households,2023M07,0.0,2023,7
Over 2 years and up to and including 5 years,DKK,- Credit card credit,Non-profit institutions serving households,2023M07,0.0,2023,7
Over 2 years and up to and including 5 years,DKK,- Repo loans,Non-financial corporations,2023M07,0.0,2023,7
Over 2 years and up to and including 5 years,DKK,- Repo loans,Financial corporations,2023M07,0.0,2023,7
Over 2 years and up to and including 5 years,DKK,- Repo loans,General government,2023M07,0.0,2023,7
Over 2 years and up to and including 5 years,DKK,- Repo loans,Households,2023M07,0.0,2023,7
Over 2 years and up to and including 5 years,DKK,- Repo loans,Non-profit institutions serving households,2023M07,0.0,2023,7
Over 2 years and up to and including 5 years,DKK,- Other loans,Non-financial corporations,2023M07,33416.9,2023,7
Over 2 years and up to and including 5 years,DKK,- Other loans,Financial corporations,2023M07,29296.8,2023,7
Over 2 years and up to and including 5 years,DKK,- Other loans,General government,2023M07,78.9,2023,7
Over 2 years and up to and including 5 years,DKK,- Other loans,Households,2023M07,21364.3,2023,7
Over 2 years and up to and including 5 years,DKK,- Other loans,Non-profit institutions serving households,2023M07,0.0,2023,7
Over 2 years and up to and including 5 years,Foreign currency in total,- Revolving loans and overdrafts,Non-financial corporations,2023M07,3828.9,2023,7
Over 2 years and up to and including 5 years,Foreign currency in total,- Revolving loans and overdrafts,Financial corporations,2023M07,127.9,2023,7
Over 2 years and up to and including 5 years,Foreign currency in total,- Revolving loans and overdrafts,General government,2023M07,0.0,2023,7
Over 2 years and up to and including 5 years,Foreign currency in total,- Revolving loans and overdrafts,Households,2023M07,92.1,2023,7
Over 2 years and up to and including 5 years,Foreign currency in total,- Revolving loans and overdrafts,Non-profit institutions serving households,2023M07,0.0,2023,7
Over 2 years and up to and including 5 years,Foreign currency in total,- Credit card credit,Non-financial corporations,2023M07,0.0,2023,7
Over 2 years and up to and including 5 years,Foreign currency in total,- Credit card credit,Financial corporations,2023M07,0.0,2023,7
Over 2 years and up to and including 5 years,Foreign currency in total,- Credit card credit,General government,2023M07,0.0,2023,7
Over 2 years and up to and including 5 years,Foreign currency in total,- Credit card credit,Households,2023M07,0.0,2023,7
Over 2 years and up to and including 5 years,Foreign currency in total,- Credit card credit,Non-profit institutions serving households,2023M07,0.0,2023,7
Over 2 years and up to and including 5 years,Foreign currency in total,- Repo loans,Non-financial corporations,2023M07,0.0,2023,7
Over 2 years and up to and including 5 years,Foreign currency in total,- Repo loans,Financial corporations,2023M07,0.0,2023,7
Over 2 years and up to and including 5 years,Foreign currency in total,- Repo loans,General government,2023M07,0.0,2023,7
Over 2 years and up to and including 5 years,Foreign currency in total,- Repo loans,Households,2023M07,0.0,2023,7
Over 2 years and up to and including 5 years,Foreign currency in total,- Repo loans,Non-profit institutions serving households,2023M07,0.0,2023,7
Over 2 years and up to and including 5 years,Foreign currency in total,- Other loans,Non-financial corporations,2023M07,10778.2,2023,7
Over 2 years and up to and including 5 years,Foreign currency in total,- Other loans,Financial corporations,2023M07,2897.0,2023,7
Over 2 years and up to and including 5 years,Foreign currency in total,- Other loans,General government,2023M07,0.0,2023,7
Over 2 years and up to and including 5 years,Foreign currency in total,- Other loans,Households,2023M07,366.2,2023,7
Over 2 years and up to and including 5 years,Foreign currency in total,- Other loans,Non-profit institutions serving households,2023M07,0.0,2023,7
Over 5 years,DKK,- Revolving loans and overdrafts,Non-financial corporations,2023M07,16542.4,2023,7
Over 5 years,DKK,- Revolving loans and overdrafts,Financial corporations,2023M07,10701.0,2023,7
Over 5 years,DKK,- Revolving loans and overdrafts,General government,2023M07,6960.5,2023,7
Over 5 years,DKK,- Revolving loans and overdrafts,Households,2023M07,54739.7,2023,7
Over 5 years,DKK,- Revolving loans and overdrafts,Non-profit institutions serving households,2023M07,457.9,2023,7
Over 5 years,DKK,- Credit card credit,Non-financial corporations,2023M07,178.5,2023,7
Over 5 years,DKK,- Credit card credit,Financial corporations,2023M07,7.6,2023,7
Over 5 years,DKK,- Credit card credit,General government,2023M07,0.9,2023,7
Over 5 years,DKK,- Credit card credit,Households,2023M07,2265.7,2023,7
Over 5 years,DKK,- Credit card credit,Non-profit institutions serving households,2023M07,6.9,2023,7
Over 5 years,DKK,- Repo loans,Non-financial corporations,2023M07,0.0,2023,7
Over 5 years,DKK,- Repo loans,Financial corporations,2023M07,0.0,2023,7
Over 5 years,DKK,- Repo loans,General government,2023M07,0.0,2023,7
Over 5 years,DKK,- Repo loans,Households,2023M07,0.0,2023,7
Over 5 years,DKK,- Repo loans,Non-profit institutions serving households,2023M07,0.0,2023,7
Over 5 years,DKK,- Other loans,Non-financial corporations,2023M07,75083.2,2023,7
Over 5 years,DKK,- Other loans,Financial corporations,2023M07,22525.6,2023,7
Over 5 years,DKK,- Other loans,General government,2023M07,179.5,2023,7
Over 5 years,DKK,- Other loans,Households,2023M07,318719.9,2023,7
Over 5 years,DKK,- Other loans,Non-profit institutions serving households,2023M07,1015.5,2023,7
Over 5 years,Foreign currency in total,- Revolving loans and overdrafts,Non-financial corporations,2023M07,943.7,2023,7
Over 5 years,Foreign currency in total,- Revolving loans and overdrafts,Financial corporations,2023M07,788.2,2023,7
Over 5 years,Foreign currency in total,- Revolving loans and overdrafts,General government,2023M07,0.0,2023,7
Over 5 years,Foreign currency in total,- Revolving loans and overdrafts,Households,2023M07,391.1,2023,7
Over 5 years,Foreign currency in total,- Revolving loans and overdrafts,Non-profit institutions serving households,2023M07,0.0,2023,7
Over 5 years,Foreign currency in total,- Credit card credit,Non-financial corporations,2023M07,0.0,2023,7
Over 5 years,Foreign currency in total,- Credit card credit,Financial corporations,2023M07,0.0,2023,7
Over 5 years,Foreign currency in total,- Credit card credit,General government,2023M07,0.0,2023,7
Over 5 years,Foreign currency in total,- Credit card credit,Households,2023M07,0.0,2023,7
Over 5 years,Foreign currency in total,- Credit card credit,Non-profit institutions serving households,2023M07,0.0,2023,7
Over 5 years,Foreign currency in total,- Repo loans,Non-financial corporations,2023M07,0.0,2023,7
Over 5 years,Foreign currency in total,- Repo loans,Financial corporations,2023M07,0.0,2023,7
Over 5 years,Foreign currency in total,- Repo loans,General government,2023M07,0.0,2023,7
Over 5 years,Foreign currency in total,- Repo loans,Households,2023M07,0.0,2023,7
Over 5 years,Foreign currency in total,- Repo loans,Non-profit institutions serving households,2023M07,0.0,2023,7
Over 5 years,Foreign currency in total,- Other loans,Non-financial corporations,2023M07,10992.8,2023,7
Over 5 years,Foreign currency in total,- Other loans,Financial corporations,2023M07,2337.5,2023,7
Over 5 years,Foreign currency in total,- Other loans,General government,2023M07,0.0,2023,7
Over 5 years,Foreign currency in total,- Other loans,Households,2023M07,1658.4,2023,7
Over 5 years,Foreign currency in total,- Other loans,Non-profit institutions serving households,2023M07,0.0,2023,7
Up to and including 1 year,DKK,- Revolving loans and overdrafts,Non-financial corporations,2023M08,124501.3,2023,8
Up to and including 1 year,DKK,- Revolving loans and overdrafts,Financial corporations,2023M08,50252.4,2023,8
Up to and including 1 year,DKK,- Revolving loans and overdrafts,General government,2023M08,21167.2,2023,8
Up to and including 1 year,DKK,- Revolving loans and overdrafts,Households,2023M08,22117.5,2023,8
Up to and including 1 year,DKK,- Revolving loans and overdrafts,Non-profit institutions serving households,2023M08,635.6,2023,8
Up to and including 1 year,DKK,- Credit card credit,Non-financial corporations,2023M08,1168.1,2023,8
Up to and including 1 year,DKK,- Credit card credit,Financial corporations,2023M08,93.0,2023,8
Up to and including 1 year,DKK,- Credit card credit,General government,2023M08,71.0,2023,8
Up to and including 1 year,DKK,- Credit card credit,Households,2023M08,7225.1,2023,8
Up to and including 1 year,DKK,- Credit card credit,Non-profit institutions serving households,2023M08,0.0,2023,8
Up to and including 1 year,DKK,- Repo loans,Non-financial corporations,2023M08,2394.6,2023,8
Up to and including 1 year,DKK,- Repo loans,Financial corporations,2023M08,232435.5,2023,8
Up to and including 1 year,DKK,- Repo loans,General government,2023M08,10386.4,2023,8
Up to and including 1 year,DKK,- Repo loans,Households,2023M08,0.0,2023,8
Up to and including 1 year,DKK,- Repo loans,Non-profit institutions serving households,2023M08,0.0,2023,8
Up to and including 1 year,DKK,- Other loans,Non-financial corporations,2023M08,58743.6,2023,8
Up to and including 1 year,DKK,- Other loans,Financial corporations,2023M08,38868.8,2023,8
Up to and including 1 year,DKK,- Other loans,General government,2023M08,0.0,2023,8
Up to and including 1 year,DKK,- Other loans,Households,2023M08,10567.8,2023,8
Up to and including 1 year,DKK,- Other loans,Non-profit institutions serving households,2023M08,106.4,2023,8
Up to and including 1 year,Foreign currency in total,- Revolving loans and overdrafts,Non-financial corporations,2023M08,19843.4,2023,8
Up to and including 1 year,Foreign currency in total,- Revolving loans and overdrafts,Financial corporations,2023M08,12432.9,2023,8
Up to and including 1 year,Foreign currency in total,- Revolving loans and overdrafts,General government,2023M08,0.0,2023,8
Up to and including 1 year,Foreign currency in total,- Revolving loans and overdrafts,Households,2023M08,408.3,2023,8
Up to and including 1 year,Foreign currency in total,- Revolving loans and overdrafts,Non-profit institutions serving households,2023M08,0.0,2023,8
Up to and including 1 year,Foreign currency in total,- Credit card credit,Non-financial corporations,2023M08,0.0,2023,8
Up to and including 1 year,Foreign currency in total,- Credit card credit,Financial corporations,2023M08,0.0,2023,8
Up to and including 1 year,Foreign currency in total,- Credit card credit,General government,2023M08,0.0,2023,8
Up to and including 1 year,Foreign currency in total,- Credit card credit,Households,2023M08,0.0,2023,8
Up to and including 1 year,Foreign currency in total,- Credit card credit,Non-profit institutions serving households,2023M08,0.0,2023,8
Up to and including 1 year,Foreign currency in total,- Repo loans,Non-financial corporations,2023M08,0.0,2023,8
Up to and including 1 year,Foreign currency in total,- Repo loans,Financial corporations,2023M08,8576.5,2023,8
Up to and including 1 year,Foreign currency in total,- Repo loans,General government,2023M08,0.0,2023,8
Up to and including 1 year,Foreign currency in total,- Repo loans,Households,2023M08,0.0,2023,8
Up to and including 1 year,Foreign currency in total,- Repo loans,Non-profit institutions serving households,2023M08,0.0,2023,8
Up to and including 1 year,Foreign currency in total,- Other loans,Non-financial corporations,2023M08,29370.6,2023,8
Up to and including 1 year,Foreign currency in total,- Other loans,Financial corporations,2023M08,16733.2,2023,8
Up to and including 1 year,Foreign currency in total,- Other loans,General government,2023M08,0.0,2023,8
Up to and including 1 year,Foreign currency in total,- Other loans,Households,2023M08,412.7,2023,8
Up to and including 1 year,Foreign currency in total,- Other loans,Non-profit institutions serving households,2023M08,0.0,2023,8
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,Non-financial corporations,2023M08,11686.1,2023,8
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,Financial corporations,2023M08,3373.7,2023,8
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,General government,2023M08,287.9,2023,8
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,Households,2023M08,4564.4,2023,8
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,Non-profit institutions serving households,2023M08,214.3,2023,8
Over 1 year and up to and including 2 years,DKK,- Credit card credit,Non-financial corporations,2023M08,0.0,2023,8
Over 1 year and up to and including 2 years,DKK,- Credit card credit,Financial corporations,2023M08,0.0,2023,8
Over 1 year and up to and including 2 years,DKK,- Credit card credit,General government,2023M08,0.0,2023,8
Over 1 year and up to and including 2 years,DKK,- Credit card credit,Households,2023M08,0.1,2023,8
Over 1 year and up to and including 2 years,DKK,- Credit card credit,Non-profit institutions serving households,2023M08,0.0,2023,8
Over 1 year and up to and including 2 years,DKK,- Repo loans,Non-financial corporations,2023M08,0.0,2023,8
Over 1 year and up to and including 2 years,DKK,- Repo loans,Financial corporations,2023M08,0.0,2023,8
Over 1 year and up to and including 2 years,DKK,- Repo loans,General government,2023M08,0.0,2023,8
Over 1 year and up to and including 2 years,DKK,- Repo loans,Households,2023M08,0.0,2023,8
Over 1 year and up to and including 2 years,DKK,- Repo loans,Non-profit institutions serving households,2023M08,0.0,2023,8
Over 1 year and up to and including 2 years,DKK,- Other loans,Non-financial corporations,2023M08,18692.3,2023,8
Over 1 year and up to and including 2 years,DKK,- Other loans,Financial corporations,2023M08,4682.9,2023,8
Over 1 year and up to and including 2 years,DKK,- Other loans,General government,2023M08,17.8,2023,8
Over 1 year and up to and including 2 years,DKK,- Other loans,Households,2023M08,5715.1,2023,8
Over 1 year and up to and including 2 years,DKK,- Other loans,Non-profit institutions serving households,2023M08,140.2,2023,8
Over 1 year and up to and including 2 years,Foreign currency in total,- Revolving loans and overdrafts,Non-financial corporations,2023M08,1155.6,2023,8
Over 1 year and up to and including 2 years,Foreign currency in total,- Revolving loans and overdrafts,Financial corporations,2023M08,0.0,2023,8
Over 1 year and up to and including 2 years,Foreign currency in total,- Revolving loans and overdrafts,General government,2023M08,0.0,2023,8
Over 1 year and up to and including 2 years,Foreign currency in total,- Revolving loans and overdrafts,Households,2023M08,28.0,2023,8
Over 1 year and up to and including 2 years,Foreign currency in total,- Revolving loans and overdrafts,Non-profit institutions serving households,2023M08,0.0,2023,8
Over 1 year and up to and including 2 years,Foreign currency in total,- Credit card credit,Non-financial corporations,2023M08,0.0,2023,8
Over 1 year and up to and including 2 years,Foreign currency in total,- Credit card credit,Financial corporations,2023M08,0.0,2023,8
Over 1 year and up to and including 2 years,Foreign currency in total,- Credit card credit,General government,2023M08,0.0,2023,8
Over 1 year and up to and including 2 years,Foreign currency in total,- Credit card credit,Households,2023M08,0.0,2023,8
Over 1 year and up to and including 2 years,Foreign currency in total,- Credit card credit,Non-profit institutions serving households,2023M08,0.0,2023,8
Over 1 year and up to and including 2 years,Foreign currency in total,- Repo loans,Non-financial corporations,2023M08,0.0,2023,8
Over 1 year and up to and including 2 years,Foreign currency in total,- Repo loans,Financial corporations,2023M08,0.0,2023,8
Over 1 year and up to and including 2 years,Foreign currency in total,- Repo loans,General government,2023M08,0.0,2023,8
Over 1 year and up to and including 2 years,Foreign currency in total,- Repo loans,Households,2023M08,0.0,2023,8
Over 1 year and up to and including 2 years,Foreign currency in total,- Repo loans,Non-profit institutions serving households,2023M08,0.0,2023,8
Over 1 year and up to and including 2 years,Foreign currency in total,- Other loans,Non-financial corporations,2023M08,9250.8,2023,8
Over 1 year and up to and including 2 years,Foreign currency in total,- Other loans,Financial corporations,2023M08,1504.5,2023,8
Over 1 year and up to and including 2 years,Foreign currency in total,- Other loans,General government,2023M08,0.0,2023,8
Over 1 year and up to and including 2 years,Foreign currency in total,- Other loans,Households,2023M08,219.1,2023,8
Over 1 year and up to and including 2 years,Foreign currency in total,- Other loans,Non-profit institutions serving households,2023M08,0.0,2023,8
Over 2 years and up to and including 5 years,DKK,- Revolving loans and overdrafts,Non-financial corporations,2023M08,15129.5,2023,8
Over 2 years and up to and including 5 years,DKK,- Revolving loans and overdrafts,Financial corporations,2023M08,3566.5,2023,8
Over 2 years and up to and including 5 years,DKK,- Revolving loans and overdrafts,General government,2023M08,529.0,2023,8
Over 2 years and up to and including 5 years,DKK,- Revolving loans and overdrafts,Households,2023M08,9776.9,2023,8
Over 2 years and up to and including 5 years,DKK,- Revolving loans and overdrafts,Non-profit institutions serving households,2023M08,123.8,2023,8
Over 2 years and up to and including 5 years,DKK,- Credit card credit,Non-financial corporations,2023M08,0.0,2023,8
Over 2 years and up to and including 5 years,DKK,- Credit card credit,Financial corporations,2023M08,0.0,2023,8
Over 2 years and up to and including 5 years,DKK,- Credit card credit,General government,2023M08,0.0,2023,8
